Interaction_ID,Customer_ID,Date,Channel,Issue_Type,Outcome,Satisfaction_Score
INT0003282,205404247,8/28/2024,Digital,Loan & Credit Problems,escalated,1
INT0003283,205400931,11/25/2023,Self Service,Others,resolved,5
INT0003284,205401029,11/12/2024,Physical,Customer Service,pending,2
INT0003285,205402224,4/4/2023,Voice,Transaction Failures,resolved,4
INT0003286,205404350,12/2/2024,Self Service,Loan & Credit Problems,resolved,4
INT0003287,205400936,6/17/2024,Physical,Transaction Failures,resolved,3
INT0003288,205404837,8/25/2023,Voice,Transaction Failures,resolved,4
INT0003289,205400105,3/9/2024,Physical,Transaction Failures,pending,3
INT0003290,205404796,9/7/2022,Physical,Loan & Credit Problems,resolved,5
INT0003291,205401643,2/1/2022,Voice,Card Issues,resolved,4
INT0003292,205403188,2/23/2023,Voice,Card Issues,resolved,5
INT0003293,205403734,7/22/2022,Self Service,Digital Banking Errors,resolved,4
INT0003294,205401003,8/22/2024,Voice,Card Issues,pending,3
INT0003295,205404198,11/8/2024,Self Service,Loan & Credit Problems,pending,3
INT0003296,205401188,9/15/2024,Digital,Card Issues,resolved,5
INT0003297,205400975,12/4/2024,Physical,Digital Banking Errors,pending,3
INT0003298,205401691,12/25/2024,Self Service,Transaction Failures,resolved,5
INT0003299,205400385,3/13/2022,Self Service,Digital Banking Errors,resolved,4
INT0003300,205402514,10/3/2024,Digital,Others,resolved,4
INT0003301,205400976,1/3/2024,Digital,Loan & Credit Problems,resolved,5
INT0003302,205403008,10/29/2022,Digital,Others,resolved,5
INT0003303,205401385,2/11/2022,Physical,Digital Banking Errors,resolved,3
INT0003304,205404535,2/7/2023,Self Service,Others,resolved,5
INT0003305,205400018,2/26/2023,Digital,Digital Banking Errors,resolved,4
INT0003306,205404072,5/16/2022,Voice,Card Issues,resolved,4
INT0003307,205403300,7/26/2022,Self Service,Others,escalated,2
INT0003308,205404002,9/9/2022,Self Service,Loan & Credit Problems,resolved,4
INT0003309,205403455,3/1/2022,Self Service,Transaction Failures,resolved,4
INT0003310,205401516,2/1/2024,Voice,Loan & Credit Problems,pending,3
INT0003311,205400716,8/21/2023,Digital,Loan & Credit Problems,pending,3
INT0003312,205400409,11/8/2024,Digital,Card Issues,resolved,5
INT0003313,205403382,5/28/2022,Voice,Digital Banking Errors,resolved,5
INT0003314,205404201,5/27/2023,Self Service,Loan & Credit Problems,resolved,3
INT0003315,205402102,10/9/2022,Self Service,Others,resolved,4
INT0003316,205403912,10/19/2024,Digital,Digital Banking Errors,resolved,5
INT0003317,205402247,11/24/2022,Voice,Digital Banking Errors,resolved,5
INT0003318,205403588,2/14/2022,Voice,Digital Banking Errors,resolved,4
INT0003319,205400989,4/16/2024,Self Service,Card Issues,resolved,5
INT0003320,205402325,1/19/2023,Digital,Transaction Failures,resolved,5
INT0003321,205402159,5/22/2022,Digital,Others,escalated,3
INT0003322,205402635,11/23/2023,Self Service,Transaction Failures,resolved,4
INT0003323,205400527,9/18/2022,Physical,Card Issues,resolved,5
INT0003324,205404887,9/22/2023,Voice,Card Issues,resolved,5
INT0003325,205401247,3/23/2023,Voice,Customer Service,pending,1
INT0003326,205401500,4/2/2023,Self Service,Others,pending,1
INT0003327,205403614,6/19/2024,Digital,Customer Service,resolved,4
INT0003328,205401669,9/3/2023,Self Service,Card Issues,resolved,5
INT0003329,205400492,9/7/2022,Self Service,Others,resolved,4
INT0003330,205400748,11/18/2022,Digital,Card Issues,resolved,4
INT0003331,205402869,10/3/2022,Physical,Customer Service,resolved,5
INT0003332,205400012,10/31/2024,Voice,Transaction Failures,resolved,4
INT0003333,205403312,7/7/2022,Digital,Card Issues,pending,1
INT0003334,205400564,8/1/2022,Self Service,Transaction Failures,resolved,5
INT0003335,205400409,1/10/2022,Voice,Others,resolved,4
INT0003336,205401121,3/9/2024,Voice,Card Issues,escalated,2
INT0003337,205404868,8/19/2024,Voice,Customer Service,resolved,5
INT0003338,205401593,8/3/2022,Voice,Loan & Credit Problems,pending,4
INT0003339,205402490,4/28/2023,Physical,Card Issues,resolved,4
INT0003340,205404439,12/1/2023,Voice,Card Issues,escalated,1
INT0003341,205404023,6/25/2024,Digital,Card Issues,resolved,5
INT0003342,205404713,2/10/2024,Physical,Loan & Credit Problems,resolved,4
INT0003343,205403213,3/2/2024,Self Service,Transaction Failures,pending,4
INT0003344,205400825,10/29/2023,Voice,Transaction Failures,resolved,5
INT0003345,205401307,3/5/2024,Self Service,Card Issues,resolved,4
INT0003346,205403529,11/19/2022,Digital,Card Issues,resolved,5
INT0003347,205400913,12/13/2023,Self Service,Transaction Failures,resolved,5
INT0003348,205400904,4/14/2022,Digital,Others,resolved,4
INT0003349,205403643,5/4/2023,Self Service,Others,resolved,5
INT0003350,205403910,7/21/2022,Physical,Others,resolved,4
INT0003351,205404796,3/27/2024,Voice,Loan & Credit Problems,resolved,5
INT0003352,205403177,7/1/2024,Self Service,Customer Service,resolved,4
INT0003353,205404179,1/28/2024,Physical,Transaction Failures,resolved,4
INT0003354,205402369,4/14/2023,Digital,Customer Service,resolved,3
INT0003355,205404498,12/28/2023,Voice,Others,resolved,5
INT0003356,205404225,6/10/2024,Voice,Card Issues,resolved,4
INT0003357,205403881,5/5/2022,Digital,Card Issues,pending,1
INT0003358,205401245,9/30/2022,Voice,Transaction Failures,resolved,3
INT0003359,205403013,2/6/2024,Voice,Digital Banking Errors,pending,1
INT0003360,205401284,3/13/2022,Digital,Others,resolved,5
INT0003361,205404497,12/10/2024,Digital,Customer Service,resolved,5
INT0003362,205402568,5/19/2023,Self Service,Transaction Failures,resolved,5
INT0003363,205403384,7/14/2024,Digital,Loan & Credit Problems,pending,2
INT0003364,205402067,6/7/2022,Digital,Card Issues,resolved,5
INT0003365,205400883,11/3/2022,Voice,Others,resolved,5
INT0003366,205403160,3/30/2024,Self Service,Transaction Failures,escalated,1
INT0003367,205401240,10/14/2024,Self Service,Card Issues,escalated,1
INT0003368,205400097,5/28/2024,Voice,Card Issues,resolved,5
INT0003369,205403537,10/25/2022,Self Service,Customer Service,resolved,3
INT0003370,205401091,6/9/2024,Physical,Others,pending,3
INT0003371,205403639,11/25/2023,Voice,Digital Banking Errors,pending,2
INT0003372,205400909,11/30/2022,Digital,Transaction Failures,pending,2
INT0003373,205402627,10/11/2023,Physical,Loan & Credit Problems,resolved,4
INT0003374,205400168,9/14/2024,Physical,Loan & Credit Problems,resolved,4
INT0003375,205404349,7/28/2024,Self Service,Others,resolved,5
INT0003376,205402962,3/16/2023,Self Service,Card Issues,resolved,4
INT0003377,205402344,12/9/2022,Self Service,Customer Service,resolved,4
INT0003378,205401061,5/21/2023,Self Service,Customer Service,resolved,5
INT0003379,205403863,5/9/2022,Digital,Digital Banking Errors,resolved,4
INT0003380,205400620,9/8/2022,Voice,Customer Service,pending,1
INT0003381,205404453,3/9/2023,Physical,Card Issues,resolved,4
INT0003382,205404090,6/9/2022,Self Service,Customer Service,resolved,4
INT0003383,205404156,6/23/2023,Digital,Card Issues,resolved,4
INT0003384,205400054,5/31/2023,Digital,Customer Service,resolved,5
INT0003385,205403780,3/25/2023,Self Service,Loan & Credit Problems,pending,3
INT0003386,205404645,11/5/2023,Digital,Customer Service,resolved,5
INT0003387,205402019,9/17/2023,Physical,Transaction Failures,resolved,3
INT0003388,205404641,5/16/2023,Self Service,Loan & Credit Problems,escalated,1
INT0003389,205404271,9/23/2024,Self Service,Others,resolved,5
INT0003390,205404296,5/1/2022,Physical,Customer Service,resolved,4
INT0003391,205404800,12/23/2024,Physical,Customer Service,pending,3
INT0003392,205404240,1/25/2022,Physical,Customer Service,resolved,5
INT0003393,205403364,9/26/2024,Physical,Digital Banking Errors,resolved,4
INT0003394,205401499,8/5/2024,Self Service,Transaction Failures,resolved,5
INT0003395,205402401,8/6/2024,Digital,Card Issues,pending,2
INT0003396,205402407,10/15/2022,Digital,Card Issues,escalated,2
INT0003397,205404993,8/11/2022,Self Service,Customer Service,resolved,4
INT0003398,205403629,5/14/2024,Self Service,Loan & Credit Problems,resolved,5
INT0003399,205404936,5/6/2023,Digital,Card Issues,pending,1
INT0003400,205400930,5/15/2023,Digital,Loan & Credit Problems,escalated,1
INT0003401,205400090,7/8/2023,Digital,Customer Service,pending,1
INT0003402,205404873,8/16/2024,Digital,Card Issues,resolved,3
INT0003403,205403669,3/20/2023,Digital,Transaction Failures,resolved,4
INT0003404,205403998,5/23/2022,Self Service,Digital Banking Errors,resolved,3
INT0003405,205402602,1/23/2024,Voice,Customer Service,resolved,3
INT0003406,205400076,5/26/2023,Self Service,Loan & Credit Problems,resolved,5
INT0003407,205404153,11/6/2024,Voice,Customer Service,resolved,4
INT0003408,205404546,4/9/2024,Voice,Transaction Failures,pending,3
INT0003409,205402528,6/13/2022,Physical,Digital Banking Errors,resolved,5
INT0003410,205403368,11/29/2023,Physical,Card Issues,resolved,5
INT0003411,205403195,11/7/2024,Digital,Others,resolved,3
INT0003412,205401636,9/26/2023,Digital,Card Issues,resolved,5
INT0003413,205402343,1/10/2023,Self Service,Transaction Failures,resolved,5
INT0003414,205400412,8/22/2024,Self Service,Card Issues,resolved,5
INT0003415,205401839,2/24/2022,Voice,Others,resolved,5
INT0003416,205402462,10/23/2023,Self Service,Others,resolved,5
INT0003417,205402597,6/10/2022,Voice,Customer Service,pending,2
INT0003418,205401494,9/11/2024,Digital,Card Issues,resolved,5
INT0003419,205401923,9/13/2024,Self Service,Others,resolved,5
INT0003420,205404326,5/14/2024,Digital,Digital Banking Errors,resolved,4
INT0003421,205401580,1/24/2023,Physical,Customer Service,resolved,5
INT0003422,205400777,3/1/2022,Physical,Loan & Credit Problems,resolved,3
INT0003423,205400102,1/20/2023,Physical,Digital Banking Errors,escalated,2
INT0003424,205403002,9/29/2023,Self Service,Transaction Failures,pending,4
INT0003425,205401640,11/24/2023,Voice,Customer Service,pending,3
INT0003426,205402145,8/31/2023,Digital,Transaction Failures,resolved,4
INT0003427,205403995,9/13/2023,Self Service,Transaction Failures,pending,3
INT0003428,205403976,6/22/2022,Digital,Transaction Failures,resolved,5
INT0003429,205402876,11/30/2023,Digital,Digital Banking Errors,resolved,4
INT0003430,205400080,1/3/2023,Digital,Transaction Failures,resolved,4
INT0003431,205402843,11/30/2022,Self Service,Loan & Credit Problems,resolved,5
INT0003432,205400182,8/15/2023,Self Service,Loan & Credit Problems,pending,2
INT0003433,205400079,6/20/2023,Self Service,Customer Service,escalated,3
INT0003434,205404105,10/10/2023,Digital,Transaction Failures,resolved,5
INT0003435,205402423,11/20/2023,Digital,Customer Service,resolved,5
INT0003436,205400438,2/15/2022,Physical,Others,resolved,4
INT0003437,205403627,10/24/2023,Self Service,Transaction Failures,pending,3
INT0003438,205403140,9/2/2023,Physical,Others,resolved,5
INT0003439,205400161,9/15/2022,Digital,Others,pending,3
INT0003440,205404621,9/29/2024,Voice,Others,resolved,4
INT0003441,205402941,10/6/2024,Digital,Others,pending,4
INT0003442,205403852,12/3/2024,Voice,Loan & Credit Problems,resolved,4
INT0003443,205401409,7/25/2024,Voice,Customer Service,resolved,4
INT0003444,205401428,6/1/2023,Digital,Digital Banking Errors,resolved,5
INT0003445,205400073,9/2/2022,Voice,Card Issues,resolved,5
INT0003446,205402853,7/23/2023,Voice,Card Issues,resolved,4
INT0003447,205403426,11/20/2024,Digital,Card Issues,resolved,5
INT0003448,205402549,1/29/2022,Voice,Customer Service,resolved,5
INT0003449,205400155,3/7/2023,Digital,Customer Service,resolved,5
INT0003450,205404880,8/1/2024,Digital,Others,resolved,5
INT0003451,205402722,8/31/2023,Physical,Transaction Failures,resolved,4
INT0003452,205402747,1/23/2022,Self Service,Digital Banking Errors,resolved,3
INT0003453,205404697,2/24/2023,Digital,Card Issues,pending,2
INT0003454,205400140,11/30/2024,Physical,Customer Service,resolved,4
INT0003455,205400141,8/7/2023,Voice,Loan & Credit Problems,resolved,4
INT0003456,205404091,4/21/2023,Physical,Loan & Credit Problems,resolved,5
INT0003457,205403206,4/18/2023,Physical,Loan & Credit Problems,escalated,2
INT0003458,205403983,5/11/2024,Self Service,Others,resolved,4
INT0003459,205404154,7/15/2022,Physical,Card Issues,resolved,3
INT0003460,205401401,12/31/2023,Physical,Digital Banking Errors,resolved,5
INT0003461,205404336,4/15/2023,Physical,Transaction Failures,resolved,5
INT0003462,205402069,5/28/2022,Self Service,Customer Service,pending,4
INT0003463,205403863,7/16/2023,Physical,Loan & Credit Problems,resolved,5
INT0003464,205401083,1/6/2022,Self Service,Loan & Credit Problems,escalated,1
INT0003465,205401184,4/27/2023,Voice,Others,resolved,5
INT0003466,205401131,12/11/2024,Voice,Transaction Failures,resolved,3
INT0003467,205403554,3/4/2022,Digital,Others,resolved,5
INT0003468,205400940,3/4/2022,Physical,Transaction Failures,pending,1
INT0003469,205403161,10/12/2024,Voice,Others,resolved,5
INT0003470,205401143,5/12/2023,Voice,Loan & Credit Problems,resolved,5
INT0003471,205401684,4/5/2024,Physical,Loan & Credit Problems,resolved,4
INT0003472,205403861,11/25/2022,Self Service,Customer Service,pending,4
INT0003473,205402187,4/3/2023,Voice,Customer Service,resolved,3
INT0003474,205402415,1/19/2023,Self Service,Customer Service,escalated,2
INT0003475,205404385,6/11/2024,Digital,Customer Service,escalated,2
INT0003476,205404698,8/1/2022,Voice,Card Issues,resolved,4
INT0003477,205403683,10/18/2023,Self Service,Digital Banking Errors,pending,1
INT0003478,205402060,8/16/2022,Digital,Loan & Credit Problems,pending,3
INT0003479,205403168,11/24/2022,Voice,Card Issues,escalated,1
INT0003480,205404948,9/15/2022,Voice,Digital Banking Errors,resolved,5
INT0003481,205404521,4/22/2023,Digital,Others,resolved,4
INT0003482,205403502,6/13/2023,Digital,Loan & Credit Problems,resolved,5
INT0003483,205400618,5/17/2024,Voice,Loan & Credit Problems,resolved,5
INT0003484,205404922,3/3/2022,Digital,Transaction Failures,escalated,2
INT0003485,205402889,7/11/2023,Digital,Card Issues,pending,1
INT0003486,205402347,11/22/2024,Voice,Transaction Failures,pending,1
INT0003487,205400704,10/14/2024,Digital,Digital Banking Errors,pending,2
INT0003488,205404924,2/15/2022,Voice,Customer Service,resolved,5
INT0003489,205403032,2/20/2023,Self Service,Digital Banking Errors,resolved,5
INT0003490,205400203,11/9/2023,Voice,Digital Banking Errors,resolved,3
INT0003491,205400411,8/4/2024,Self Service,Digital Banking Errors,escalated,2
INT0003492,205404943,5/12/2023,Digital,Customer Service,pending,1
INT0003493,205402782,12/21/2022,Digital,Customer Service,resolved,5
INT0003494,205404928,1/4/2024,Voice,Loan & Credit Problems,resolved,3
INT0003495,205404403,10/4/2024,Physical,Loan & Credit Problems,resolved,5
INT0003496,205402393,4/28/2022,Self Service,Card Issues,resolved,4
INT0003497,205404792,11/17/2022,Voice,Loan & Credit Problems,pending,3
INT0003498,205402454,3/7/2023,Digital,Card Issues,resolved,5
INT0003499,205403036,9/24/2023,Physical,Others,pending,4
INT0003500,205403194,1/23/2022,Digital,Customer Service,resolved,5
INT0003501,205401386,3/8/2024,Voice,Card Issues,resolved,5
INT0003502,205404402,2/18/2022,Voice,Loan & Credit Problems,resolved,4
INT0003503,205403763,9/12/2022,Digital,Digital Banking Errors,resolved,4
INT0003504,205403345,12/22/2023,Physical,Transaction Failures,resolved,5
INT0003505,205401100,10/1/2022,Self Service,Transaction Failures,resolved,5
INT0003506,205402403,11/12/2022,Digital,Loan & Credit Problems,resolved,5
INT0003507,205402936,9/25/2024,Voice,Digital Banking Errors,pending,3
INT0003508,205400661,2/28/2023,Physical,Loan & Credit Problems,pending,2
INT0003509,205403798,6/23/2024,Voice,Others,resolved,5
INT0003510,205404661,2/28/2024,Voice,Others,resolved,4
INT0003511,205403502,9/3/2022,Self Service,Transaction Failures,pending,4
INT0003512,205404044,10/14/2024,Voice,Digital Banking Errors,pending,2
INT0003513,205402070,4/27/2022,Physical,Customer Service,resolved,4
INT0003514,205403244,12/8/2022,Physical,Transaction Failures,pending,2
INT0003515,205401019,6/27/2022,Physical,Others,resolved,5
INT0003516,205401454,10/16/2022,Voice,Others,resolved,4
INT0003517,205403320,10/22/2022,Physical,Others,resolved,4
INT0003518,205402182,6/6/2024,Voice,Digital Banking Errors,escalated,1
INT0003519,205401631,4/30/2023,Physical,Others,resolved,4
INT0003520,205403800,3/2/2024,Self Service,Others,escalated,1
INT0003521,205400887,6/26/2023,Digital,Loan & Credit Problems,resolved,3
INT0003522,205401581,7/12/2024,Physical,Transaction Failures,resolved,5
INT0003523,205400130,5/17/2022,Digital,Customer Service,resolved,5
INT0003524,205403986,4/17/2023,Voice,Customer Service,resolved,4
INT0003525,205403726,9/28/2023,Voice,Digital Banking Errors,resolved,5
INT0003526,205404354,8/3/2023,Voice,Loan & Credit Problems,resolved,5
INT0003527,205400027,11/29/2024,Digital,Transaction Failures,pending,3
INT0003528,205401157,7/6/2022,Self Service,Card Issues,resolved,3
INT0003529,205403467,4/24/2024,Voice,Customer Service,resolved,4
